deviceId,deviceType,os,lastUsed,ipAddresses
b6d7bfca-f519-4a3d-a409-698a7e71c196,Mobile,iOS,2025-02-17,"['87.137.51.230', '121.170.63.189']"
d16825a3-30fa-43c4-bebd-98fc6d9ba71e,Desktop,Android,2025-02-07,['173.55.204.157']
7097837c-7b65-4f5a-844f-ff38362c90bd,Desktop,iOS,2025-01-22,['159.212.88.83']
c8fe9a96-d249-4541-9ead-1f3e6342b3bc,Tablet,Android,2025-02-03,['83.98.239.250']
6dda798a-294a-4e7f-a0b8-61c63e94acc9,Mobile,Android,2025-02-08,['114.134.230.119']
b3888bfa-0293-498a-ae47-ac9dacfb9a62,Mobile,iOS,2025-01-08,['28.165.226.230']
cf96f31f-57c6-4cfa-8dbe-16b0cb5a81a7,Desktop,iOS,2025-02-21,['178.254.99.231']
3d8d8197-057f-4e3b-8eb5-71b376829b61,Tablet,Android,2025-02-25,['166.247.241.148']
4158888c-002d-45d9-9538-f39e93029b75,Desktop,Android,2025-02-11,"['204.88.32.169', '146.155.170.198']"
642c68d3-2818-4312-a740-bdeb92edafc3,Tablet,iOS,2025-01-07,"['187.73.193.122', '43.175.117.139']"
1f2ddb7d-80c2-4b26-ab35-45a98eb332e3,Desktop,iOS,2025-02-15,['22.221.184.169']
1f82c713-d03f-45e3-a696-f71db0358088,Desktop,iOS,2025-01-12,['143.145.190.238']
4e4e1da9-47b7-47bd-bd69-6140f49b4978,Tablet,Android,2025-02-01,['187.213.108.104']
434a41ce-a658-44b5-ad25-cc403d363ea6,Mobile,iOS,2025-02-17,['157.162.22.153']
3b35275b-b312-40f0-85bf-f6d423f455b4,Tablet,Windows,2025-01-01,"['37.152.64.249', '20.170.56.134']"
5d431013-9792-4920-afae-0406d292657b,Mobile,Windows,2025-01-27,"['198.185.238.221', '181.143.171.14']"
a0d7c8b3-2b92-4b68-ab4c-76ce2d83a650,Tablet,iOS,2025-01-17,['193.28.10.8']
042ec22b-6a7f-4ead-8e85-37866af28251,Mobile,Windows,2025-02-25,['139.133.213.35']
d9a465d9-d7a5-41cd-a826-feed568030a5,Desktop,Android,2025-01-17,['77.110.221.7']
89722495-ecdf-4c46-9fbd-421fb58fe94e,Mobile,iOS,2025-01-29,"['170.219.141.8', '187.7.235.248']"
eae141e5-52fc-40bb-a31f-21be42852902,Desktop,iOS,2025-02-12,['93.215.221.205']
d369dd75-02ae-486b-8484-a9bb1a2a63aa,Mobile,Windows,2025-01-23,"['64.127.123.82', '219.12.115.236']"
cf699c8f-9874-414c-8af0-68dbfe50ea4c,Desktop,Windows,2025-01-09,['131.19.39.61']
173aed75-732c-467d-891d-04760f1aa207,Desktop,Android,2025-02-02,"['194.29.37.78', '83.224.100.217']"
19e24a26-ad6b-4035-a2b7-83874de6479c,Tablet,Windows,2025-02-11,"['70.222.180.81', '129.5.237.72']"
b31b898b-7f8a-4920-bdfe-491f7153d48b,Desktop,Android,2025-01-03,"['220.6.84.5', '121.60.209.88']"
2d60dcc4-8110-4d25-837d-63890fecc0c8,Mobile,Android,2025-01-24,['221.99.124.72']
435ba4e5-2575-4eed-9c7b-4024257863f8,Tablet,iOS,2025-01-14,"['105.170.151.214', '124.106.227.146']"
dd7982a0-a670-4fb1-8330-78b62b0ff521,Mobile,Android,2025-01-03,['38.154.210.136']
2319f9f0-a1dd-4ca9-ada3-7c44cd59b51b,Tablet,iOS,2025-02-20,"['159.235.250.250', '198.85.148.236']"
1a300dad-0d33-466a-973a-153d2f67ab97,Tablet,Android,2025-01-06,"['59.194.148.209', '118.230.106.97']"
e934f3f0-6d48-4216-9325-6e54c1708d8c,Tablet,iOS,2025-01-21,['69.204.47.135']
dcd48ce1-8805-4351-a752-6eb8eb60855e,Tablet,Windows,2025-01-25,"['178.207.169.197', '7.168.121.233']"
5844093a-5142-4fc1-8817-bace3f44029d,Mobile,iOS,2025-02-24,"['138.197.144.30', '134.190.133.179']"
8162bbdb-8db5-4364-8b2c-a4be72937fa0,Mobile,Windows,2025-01-17,"['144.41.26.41', '52.226.26.129']"
99b889fa-94e7-45b7-b999-889aaff9e52d,Tablet,Android,2025-01-09,"['114.134.91.25', '42.214.179.174']"
2ab42f02-bcad-4691-88c1-2fdfdba0029a,Desktop,Android,2025-01-16,['221.191.212.209']
fad002ee-aa9a-47f3-b2fa-9c6e52b1ca64,Tablet,Android,2025-01-24,"['169.150.172.165', '198.32.205.81']"
b67ca90e-a3e6-40f0-ad21-355cfb5e4dbd,Desktop,iOS,2025-02-15,"['216.210.240.204', '220.239.149.248']"
932e54cf-1ab6-4aed-88da-9f282a8a4c06,Desktop,Android,2025-01-11,"['6.129.149.231', '122.8.12.140']"
fbaa95b3-05fd-4c39-9462-3e97f3604bdb,Tablet,Windows,2025-02-06,"['104.46.112.249', '199.12.130.240']"
72cec41b-29e8-4ace-8e49-e65d45bb50e5,Tablet,Android,2025-02-20,"['78.236.226.1', '98.72.22.167']"
6c5ffd2c-ac3e-440d-af33-71a0cbe311f1,Tablet,Android,2025-01-12,['155.23.213.75']
4c8af8bc-edd3-45af-88ce-146b8210309d,Tablet,Android,2025-02-02,['117.77.188.156']
a00fecee-f624-45e6-bc81-caa01a7f389f,Desktop,iOS,2025-02-21,['115.154.105.167']
99612011-e4dc-4edb-98a2-201c4335db18,Desktop,iOS,2025-02-08,"['61.170.13.231', '186.64.199.96']"
5cf36a4d-f7d3-4cd4-a741-7124793dff61,Mobile,Windows,2025-01-09,"['34.220.171.21', '112.59.13.4']"
11423150-e22a-44c4-8e73-cb9e7aa017d8,Tablet,iOS,2025-02-03,"['21.246.209.71', '197.255.197.85']"
34de7703-f19b-4c8f-bf68-92a481b6c6b3,Desktop,Windows,2025-01-12,"['118.206.207.143', '220.225.214.133']"
8056fb0d-7a48-4902-bd4e-f40572ecfacd,Desktop,Windows,2025-01-17,"['177.198.195.249', '197.22.9.48']"
5284e405-887e-433e-bc73-086979ad1341,Mobile,iOS,2025-01-25,"['93.87.108.254', '66.220.214.49']"
eb9821c1-8600-426e-a8e9-19c162eb4895,Tablet,Android,2025-01-21,"['91.169.89.101', '11.221.126.237']"
d79e4ddd-d674-44fa-9dd9-5c50b95932fc,Desktop,iOS,2025-01-04,['98.171.136.9']
9bf9e001-9b0a-47e1-a65b-5439a0560bb7,Desktop,Windows,2025-02-23,['6.210.80.20']
4bcdb43e-20a7-4dae-bb5e-648d1e538c63,Tablet,iOS,2025-02-01,['141.94.25.166']
d023ca17-0b27-4690-8744-64f54f9bfb5f,Mobile,Android,2025-01-12,['45.182.53.133']
cebd2972-f43e-4fe2-9632-9fcc08967b41,Mobile,Android,2025-01-29,['82.225.188.168']
44ebf865-6032-4e80-8dde-0d42d7a50fa6,Desktop,Android,2025-02-15,['189.75.222.43']
208cbcf0-7f92-404a-b03f-a6aa9314d2cf,Tablet,Android,2025-02-01,['163.59.19.217']
0996678e-52f2-4575-b3ab-5445737af77e,Mobile,Android,2025-02-05,['96.178.119.114']
285e9ece-89a6-43ee-9a24-6ee244467bba,Tablet,iOS,2025-02-18,['131.180.64.109']
9e7235dc-1b08-49cb-98ec-3555921a68c8,Mobile,Windows,2025-01-02,"['109.130.167.114', '123.23.63.190']"
6514cad0-f8cd-4b13-9ed9-2dc04bcb7922,Tablet,iOS,2025-01-21,['10.233.64.139']
0ce92009-0207-474a-a590-3a5538cad658,Tablet,Android,2025-01-03,['194.84.10.222']
bfd74fad-943e-4ebb-ae5d-ca3c54f470af,Tablet,Android,2025-01-27,['128.136.165.183']
5d4da68f-c31d-4527-966b-1bd9bc6aa7a1,Tablet,Android,2025-01-17,['222.38.200.79']
5731ce8f-e3f3-4cac-943e-b5645de0e1df,Mobile,Windows,2025-01-04,['80.36.248.185']
48318d6c-e64b-4b1d-830c-9d479ad1f3c7,Mobile,iOS,2025-02-09,['20.178.138.112']
62e689a5-e9b4-4468-af53-1534e73e2f33,Mobile,Android,2025-02-14,['6.118.103.151']
3bc0c7f3-195f-4bd0-8e5f-7392fb7ac391,Desktop,iOS,2025-02-18,['2.221.132.145']
858806fb-9634-4400-8b2b-fa2b600f4c2e,Desktop,Android,2025-01-12,"['16.207.127.87', '104.212.12.115']"
11575309-521b-4e16-8c82-0a4ad6fef86d,Tablet,Windows,2025-01-29,['134.42.158.188']
29d7e067-43e7-4c32-9397-92ef37ef7252,Desktop,iOS,2025-02-04,['157.241.140.92']
45b8c260-7a56-48be-a3c2-77292ceb4efb,Desktop,Android,2025-01-12,['48.5.185.179']
c9c01ec0-1bf1-42a4-8043-2a6b20272d58,Mobile,Android,2025-01-31,['100.175.85.4']
4f4008bd-40ff-41ef-9c67-34f31d757665,Desktop,Android,2025-01-21,['15.236.139.157']
df96583a-22be-4259-bcc5-4b4987874329,Tablet,Android,2025-02-10,['185.148.61.221']
3d929011-dec2-4923-bbc0-3c7547076035,Mobile,Android,2025-01-24,"['198.191.21.67', '75.88.61.138']"
abc22a05-eba8-4570-9c4f-eecfd94fb1a1,Mobile,Android,2025-01-19,"['156.65.137.22', '156.55.192.37']"
757b2f2a-67a9-4488-9b5e-cc804f79821a,Tablet,Windows,2025-02-11,"['123.246.58.142', '129.140.136.237']"
520d2bc0-b4c7-4e03-b144-0240cad5484e,Tablet,iOS,2025-01-05,"['150.184.36.243', '75.122.122.80']"
d08994ec-fc47-419e-86ff-cdcc2d61c442,Mobile,iOS,2025-02-15,"['155.91.253.15', '186.191.150.254']"
692d38ca-63e6-449e-9763-6926663781e3,Desktop,Windows,2025-02-06,['179.135.156.12']
80964ee7-99eb-4205-95f6-3845645b372a,Tablet,Android,2025-01-17,"['30.53.27.95', '139.142.209.190']"
d8cc623f-ff2c-48a8-abf2-aef5cace3a66,Desktop,Android,2025-02-12,['170.21.87.158']
2281fb40-9d4c-4340-a685-080ba70c6529,Mobile,Android,2025-02-08,"['45.251.193.49', '129.159.170.193']"
9f68a65d-bf49-4ed3-8a31-f48f9a01e3bf,Desktop,Windows,2025-01-28,['71.34.201.127']
343d5364-c6ba-4024-aa70-1588c0a00efc,Tablet,iOS,2025-02-23,['206.36.6.157']
8d99b3ff-d5ee-44a8-87ca-3e85c3d28186,Tablet,Windows,2025-02-18,"['142.65.121.155', '72.241.41.209']"
c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,Mobile,Windows,2025-02-06,['156.43.166.72']
d8d36d4d-194f-404c-a352-7a5b45d163e0,Desktop,Windows,2025-01-25,"['159.137.46.205', '175.243.134.221']"
9e682587-0df5-4550-a4ef-8b24885e67f7,Tablet,Windows,2025-01-13,['180.174.10.213']
743cafbd-c369-420f-84db-4117506b1b34,Tablet,iOS,2025-02-17,"['62.23.154.59', '184.81.248.208']"
f10da5e7-6635-4742-98fb-a649d4d2b06f,Desktop,iOS,2025-02-11,"['90.102.165.230', '76.62.220.150']"
835becb4-49ef-4f64-b6c4-59aa5e8fc1b6,Desktop,iOS,2025-02-24,"['134.172.68.124', '67.47.123.96']"
f5febb9e-3c59-4c1f-bdc2-f03d2081e583,Desktop,iOS,2025-02-07,['213.255.90.80']
5a0339aa-85ad-42ac-a8ec-92971c098499,Mobile,Windows,2025-01-24,['81.18.127.32']
65e6dba3-4266-4498-ab39-220641de8fab,Mobile,Windows,2025-01-02,"['146.124.42.186', '129.135.92.19']"
5b7ddf40-164d-455f-832b-e2648a2614c2,Desktop,iOS,2025-01-13,"['68.217.78.247', '107.17.80.39']"
0d22853a-bbff-493f-a9ee-59e1e5aa2b71,Desktop,iOS,2025-02-16,"['77.162.57.124', '91.222.53.111']"
0778000f-2287-43fb-a05c-90772d795ead,Desktop,iOS,2025-01-02,['95.167.9.200']
179eaa29-3bc8-4271-aea1-45bf5568efcb,Mobile,Windows,2025-02-16,"['153.211.89.11', '128.5.172.129']"
5f854805-9d80-423a-9b04-a065f5478f62,Desktop,Android,2025-01-02,['20.119.146.173']
e0bf4541-51d7-4659-b5cb-24437123a413,Desktop,iOS,2025-01-06,['104.55.126.3']
fb43d116-27ce-40ac-b3e4-05857fd82d5d,Desktop,iOS,2025-01-15,['11.192.118.6']
c991154e-7fff-4665-abbb-8e2ae88d6533,Desktop,Windows,2025-02-13,['72.140.191.133']
c161126e-9fa0-40e2-99f2-4efae50560fe,Mobile,Windows,2025-01-06,['223.11.59.122']
a67ad7b2-66be-401f-938e-83d583eaf110,Mobile,Android,2025-02-22,['206.2.56.220']
41f1daa1-b092-48ee-8b40-44751cdb080e,Desktop,iOS,2025-02-21,['71.136.229.195']
3b45d539-a54f-4086-8b2d-4790f0bdff51,Desktop,iOS,2025-01-06,['131.197.221.122']
a62f97f2-1cb6-4762-90af-a6b4783eabde,Mobile,iOS,2025-02-17,"['177.9.250.184', '207.159.63.73']"
5dcc08f3-cbb0-45e0-8203-a537b854becb,Mobile,iOS,2025-02-15,"['57.7.129.40', '82.185.89.84']"
9679ec0d-1dc5-4988-a423-de118f750fcf,Mobile,Android,2025-01-21,"['203.201.252.92', '25.84.116.98']"
d33a7713-6423-46bc-a9a7-38617d7f5c24,Tablet,Windows,2025-02-11,"['39.221.131.6', '69.224.183.69']"
d341096e-6146-4bf1-be82-fe57c9d91bcc,Desktop,iOS,2025-01-28,['152.66.168.137']
1ad84c3e-47f7-4530-9362-76ebc9c03d3d,Desktop,Windows,2025-02-24,['69.109.62.131']
51bc1b05-4233-406a-bc69-cf261740141c,Desktop,Android,2025-01-14,['31.50.74.193']
d25a0a6d-188f-4876-af3c-74eafc2b8e57,Desktop,Windows,2025-01-26,"['37.43.191.34', '162.156.100.213']"
a93bf1f8-17eb-4d80-bc65-ddad23e39a91,Tablet,iOS,2025-01-02,['137.218.46.19']
faf98f9b-f751-435c-a8be-0ed5b55a405c,Mobile,Windows,2025-01-14,"['94.164.208.71', '4.48.35.133']"
7be02e65-528c-49d5-8a5c-995e34028644,Mobile,iOS,2025-01-31,"['76.209.143.153', '34.161.239.83']"
fb14896e-a63e-46b5-991a-c3b1aa75f529,Mobile,iOS,2025-01-12,['96.182.83.203']
db9dc2b5-3568-4cfd-91e9-370be3d750d8,Desktop,Windows,2025-02-12,"['125.82.150.30', '150.7.130.171']"
d5a0db9c-3d08-425b-a9a6-1be266aa3141,Tablet,Windows,2025-02-01,"['41.16.164.218', '100.204.135.204']"
4bfe51af-e27e-4de3-b457-e8e4abb5b5ff,Tablet,Android,2025-02-02,['38.250.134.118']
77576383-6fbc-4efc-a6ae-20d30737eaeb,Tablet,iOS,2025-01-28,"['43.203.133.34', '164.70.220.48']"
a6ad97e2-8a95-4665-80f9-0bf92b62c755,Tablet,iOS,2025-01-22,['120.125.56.11']
340d8916-a864-435f-82b2-aee2990e3fcb,Desktop,Windows,2025-01-16,"['61.145.211.124', '189.225.198.113']"
c3a2ff53-572e-439d-bbe7-09507898b55e,Mobile,Android,2025-02-21,"['84.245.77.1', '145.14.183.220']"
1dbe18ca-5e37-4097-957f-4b44168c0d7d,Desktop,iOS,2025-01-31,['215.187.196.91']
f615751a-f976-4a1c-8137-aa60e0d7681e,Mobile,iOS,2025-01-09,['125.138.20.114']
4a0180d7-1c26-488d-ac8f-6e76f3f7214b,Desktop,Windows,2025-01-27,"['52.129.125.78', '29.225.203.149']"
d58085cd-6312-44ee-a105-86b1bc722112,Desktop,Windows,2025-01-31,"['113.126.156.210', '171.100.149.3']"
6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,Tablet,iOS,2025-01-15,['95.128.160.122']
c3d35f38-b9d4-4321-aa99-b0f6490e9c2a,Mobile,iOS,2025-01-27,['28.239.153.72']
9a3abded-1e3c-496d-8ab6-04fca78fc6ea,Tablet,Windows,2025-02-09,['104.221.105.54']
8768e92c-3315-4022-bf2e-96aac8d4fd1c,Mobile,iOS,2025-01-26,"['171.65.177.21', '107.201.196.15']"
937c65ec-d5c3-433e-a6df-ad6124dcd004,Mobile,iOS,2025-01-10,['187.204.160.92']
fb737eb4-34eb-4b3a-ba58-2ab8e6c190f5,Desktop,Android,2025-01-01,"['173.23.241.126', '147.135.90.193']"
2c5e10c1-e596-4245-b2a4-000acd8a6828,Mobile,Windows,2025-02-23,"['16.101.238.101', '161.108.91.47']"
6162de4c-04e5-441c-976c-1699f729b6a0,Desktop,Windows,2025-02-12,"['124.10.196.154', '61.4.15.78']"
05246661-4241-4056-9103-c8d9515f613f,Mobile,iOS,2025-01-28,"['61.95.75.8', '149.119.23.1']"
a0722db6-1fde-4349-8930-0e32fc870217,Mobile,iOS,2025-02-01,['52.33.53.113']
82e1ee3a-5ec3-4f58-b9bc-76cd27c73c8c,Desktop,Android,2025-01-07,"['201.191.218.69', '85.87.86.227']"
9575fe4a-0632-4dbe-aa84-3f687591d600,Mobile,Android,2025-01-19,['145.22.228.54']
6cf77e7e-b4c7-48f8-9e81-71ea3949e527,Desktop,iOS,2025-01-21,"['190.169.241.37', '222.224.29.211']"
816ae339-183e-46d8-a67d-b04accd14200,Tablet,Android,2025-01-10,"['63.237.88.232', '1.180.125.163']"
0c39c102-55aa-4a03-8c94-8615e567926d,Desktop,iOS,2025-01-09,"['93.102.239.165', '78.246.81.44']"
ae5b6b60-34d6-46ba-82ee-c7bdae60de97,Tablet,Windows,2025-02-20,['92.61.124.214']
4fbc1845-c439-41c5-9c41-e2e41b73cc6e,Tablet,Android,2025-02-18,['185.216.22.99']
bcf67f4f-e209-4037-aa62-84d7fe4a7617,Desktop,Windows,2025-01-27,['123.31.125.4']
5422238d-6bde-4f2e-a1a6-ad707934ae37,Tablet,Android,2025-01-25,"['130.33.128.174', '216.221.69.6']"
691c2731-02dd-47ff-aa83-db7e5f45903e,Mobile,iOS,2025-01-28,"['19.113.72.20', '208.134.129.2']"
e8165daa-1660-4552-a2c9-1176bd8bfc4d,Tablet,Android,2025-01-14,"['39.215.159.236', '20.37.105.177']"
e44f7b7e-2904-4ecd-9829-e1a0ebfc98f5,Desktop,Android,2025-01-12,['212.119.225.81']
0f2e921e-3ff3-4a4a-a4c4-4e4c2fa275ae,Desktop,Android,2025-01-17,['113.19.161.67']
76877a06-4646-434f-81db-531bfd6ee1d1,Tablet,Windows,2025-02-25,"['146.53.14.212', '159.247.250.217']"
8e6a2476-911d-4a97-99a5-297818dd8371,Mobile,iOS,2025-01-27,"['55.72.74.4', '78.129.7.48']"
ecce16d2-3410-4c68-b0d0-9482af48f47d,Mobile,iOS,2025-02-19,"['221.145.202.42', '190.186.173.205']"
41ff005a-086c-44d0-becf-e7f2cb2bc6cf,Tablet,Android,2025-02-16,"['66.202.210.235', '211.88.29.245']"
7bce1938-c996-424c-910c-4b0fa1404c74,Desktop,Android,2025-01-05,"['95.20.37.34', '218.24.68.124']"
071bb548-17c3-4e80-835c-d4a71731bf4d,Desktop,iOS,2025-01-21,['195.213.56.206']
1155abec-8d94-458d-b8df-82fae1e22e61,Tablet,Windows,2025-02-04,"['49.79.203.202', '146.84.216.169']"
9786abac-5b83-45a9-a3e4-6ba7fdec3be8,Desktop,Android,2025-01-16,['19.232.116.140']
b291f765-83ac-4933-8f24-5c925675fb1b,Desktop,Android,2025-01-02,['77.176.131.81']
caef145a-059b-4fb1-bb2b-058faf777638,Mobile,iOS,2025-02-10,"['173.181.137.211', '164.31.107.248']"
76a02b4c-325a-4c80-b0c6-ecf06cea6a0a,Desktop,Android,2025-01-22,"['188.39.251.217', '112.85.166.63']"
d9886695-5c68-4e07-b31a-698583dde74c,Tablet,iOS,2025-02-21,['210.204.134.249']
43cb097f-373d-4bd7-9ebf-b0b82dd6dcd3,Tablet,iOS,2025-02-04,"['109.34.222.87', '211.138.189.11']"
cb12a16a-cc54-494c-a986-c547cef60515,Desktop,Android,2025-02-12,"['132.105.47.193', '183.115.238.14']"
09e1d678-2987-42d5-9e87-935b56bc8a73,Tablet,Android,2025-02-22,"['28.38.22.20', '163.73.239.228']"
23ad39cf-9ad7-4aec-bd70-66537a35c4aa,Desktop,Windows,2025-02-09,['73.217.20.143']
9ef43cc9-7412-46be-83ba-d4e0fa76923d,Tablet,Android,2025-01-24,['14.156.60.166']
ad41d24f-0468-448b-ae41-ee60bfda4e65,Desktop,Android,2025-01-30,['82.11.7.109']
2a4eb040-d419-48ce-98d8-575e2193a536,Mobile,Android,2025-02-19,['126.208.15.186']
fa516bc8-72ca-43f6-b0b2-c8efd65d5920,Tablet,Android,2025-02-14,['25.215.47.49']
a3c4b543-ec83-413d-9308-d06fae2282bf,Mobile,iOS,2025-02-11,"['49.239.136.26', '104.167.227.163']"
690db2d5-cb9f-42f3-845c-02c64e505b77,Desktop,Android,2025-01-02,"['218.251.148.72', '173.253.8.32']"
dd0be824-75db-4bf9-b897-188072b44323,Desktop,Android,2025-02-25,"['34.250.119.251', '217.81.247.75']"
a6195897-6a56-4578-b11f-67c4ccd30895,Desktop,Windows,2025-01-02,['154.49.107.174']
8f4baf4b-4d65-49ba-b00f-073d766b0496,Tablet,iOS,2025-01-04,"['220.19.195.62', '181.219.114.194']"
8b279f2d-a1c4-49a5-85a3-0654de162f2a,Tablet,Android,2025-02-20,['107.25.55.248']
4c8fa80d-4018-4820-b3b5-a0e494f70802,Mobile,iOS,2025-01-18,['108.180.106.130']
ec942981-13b0-4819-b44f-a9cc0473bffc,Mobile,iOS,2025-02-22,['93.89.211.227']
b91c3f77-8f84-4013-8c69-c8b693a3273c,Mobile,Android,2025-01-13,['216.236.211.109']
b6a918f0-ac39-41d5-9247-e246a62a04c1,Mobile,Windows,2025-02-07,['107.236.181.136']
144f0686-7b2e-492c-aa96-1045808fc6d7,Desktop,Android,2025-01-16,['19.156.3.100']
b81364b7-a73e-47d4-914c-872b015e4076,Mobile,Android,2025-01-12,['106.251.209.115']
9dbe3376-590b-4681-a97d-5344f7859b40,Mobile,Windows,2025-01-02,"['188.238.27.178', '13.43.195.80']"
2f07a8ff-5418-4f6b-8e86-8040888538e2,Desktop,iOS,2025-01-28,"['197.78.212.176', '168.14.79.45']"
4e25c542-139a-440f-b30c-25fb7c6418e2,Mobile,Windows,2025-01-19,"['202.40.185.6', '164.41.24.127']"
87872ddf-2d8f-4c03-8e07-0177e6f7c4d6,Desktop,Android,2025-02-18,"['168.154.62.250', '93.159.215.223']"
5413e331-ce5f-4bea-a8e9-093f7be728fb,Tablet,Android,2025-01-11,['98.242.164.27']
4d381f5d-655a-4780-9963-c1b7b3ec0bf2,Mobile,Windows,2025-02-10,['25.29.34.8']
656bccb0-0291-4fee-bf4b-3f7f053d039f,Mobile,Android,2025-02-23,"['24.99.174.144', '189.7.27.128']"
e0ed69b6-53bc-4c55-b3e9-d18b23daa258,Mobile,iOS,2025-01-21,['8.150.176.209']
5a26665a-2039-4992-a2d9-2c9690fa070c,Tablet,iOS,2025-02-20,['153.74.50.159']
15f3ae40-679e-4447-b8c1-f4c331f6fa29,Desktop,Android,2025-02-02,['81.25.217.50']
feeebcfc-13b9-4b39-acd9-adcbc3e60117,Tablet,Android,2025-01-09,"['43.94.67.71', '4.111.223.63']"
96ad2692-4ba6-403d-ac35-218ebf9b175d,Desktop,Windows,2025-02-06,"['143.121.18.177', '190.89.104.226']"
44f8cb0d-7f1b-4a62-91d2-94ae8d38d2b2,Tablet,iOS,2025-01-19,['187.209.198.216']
3c6c261d-759d-49ae-9b42-bb08e99abc93,Mobile,Windows,2025-01-22,"['6.196.235.12', '198.54.70.115']"
0ee7e8fd-a7b7-40a7-b90a-0aa2bb027f3a,Desktop,Android,2025-01-02,"['60.122.39.46', '25.147.33.97']"
90765049-555a-4d68-8dac-0859f4401d07,Desktop,iOS,2025-02-22,['159.22.129.117']
faf22472-8f43-4a7f-8dd5-49515d69d40c,Tablet,iOS,2025-02-13,"['3.231.197.118', '165.199.117.255']"
6371cda6-63eb-462e-8ce6-50583a246817,Mobile,iOS,2025-02-02,"['89.202.29.26', '126.21.55.199']"
4de63d39-6f97-41dc-987e-5da0ac3f0cb2,Mobile,Android,2025-02-02,['140.5.210.34']
6ce465e0-f516-43e0-ba0c-1f0a1dde5b4c,Mobile,iOS,2025-02-07,['209.153.218.122']
02441975-e815-46b4-a4d6-f20256c10893,Tablet,Android,2025-01-19,['10.112.212.243']
85f5ce5a-0839-43cc-a2de-485fa1c93037,Tablet,Windows,2025-01-18,"['150.49.122.15', '199.102.47.234']"
77252846-4655-4a11-a815-f7a0997c46d6,Tablet,Windows,2025-02-20,['217.189.210.244']
02ade3ad-aa93-463c-bb29-2a74781b0b23,Tablet,iOS,2025-02-01,"['99.187.180.96', '95.126.109.177']"
866a6356-b2dd-41b7-8595-9be4ab2d0f07,Desktop,Android,2025-01-04,['161.40.93.93']
6c8f2e49-bddf-493b-a7be-285243923d84,Tablet,iOS,2025-01-22,['202.173.232.88']
ba997cb8-ec1f-44ac-b09b-97b7acf41237,Tablet,Android,2025-01-10,"['217.100.228.234', '164.97.162.178']"
49c2e9ca-e0ea-40cc-a7c7-9613ba0547e9,Mobile,Android,2025-02-18,['182.85.154.186']
09e5e3b5-7b9c-46e6-a292-f897a354c18d,Desktop,Android,2025-01-03,"['48.90.173.146', '69.112.79.48']"
afac4c7a-64b4-4a16-a9d2-98964a9d5933,Tablet,iOS,2025-02-16,"['204.41.244.105', '188.147.224.245']"
09117e71-b706-459b-aa1d-199b13165e81,Desktop,iOS,2025-02-18,['128.183.27.82']
21f10dc6-1acf-49e6-a90d-e5c46424ed6e,Desktop,iOS,2025-01-25,"['31.55.43.226', '6.104.215.46']"
f1a5f17e-786a-40a8-84fc-0bcab5c69e02,Tablet,Android,2025-02-25,['134.35.35.198']
33adf5ed-4a7b-4632-a225-d12aa5ab2cf6,Tablet,Android,2025-02-13,['215.29.75.184']
667530e2-4a10-4149-8735-4c6b3bdfba2f,Mobile,Windows,2025-02-19,['123.33.246.54']
86a7fd1c-a3a8-4f71-91b5-948683929293,Mobile,iOS,2025-02-06,['136.139.232.210']
e2d56125-cd20-4af0-ab3b-ab44ca0b70c0,Desktop,iOS,2025-02-13,"['169.118.17.149', '122.84.147.69']"
327d5e00-f3c1-45a6-a07a-138a4d1d4e33,Tablet,Windows,2025-02-05,['131.223.35.172']
5140f4f6-87f6-4273-a7be-713ba0bd013b,Mobile,Android,2025-01-19,"['132.213.24.75', '157.26.252.0']"
4e2adf7e-7a7c-441c-a518-85e4aa64ad23,Mobile,Windows,2025-01-04,['201.59.44.179']
aa2e2ff1-2903-4751-90b4-fe28128aeced,Desktop,Windows,2025-01-24,"['174.208.126.171', '156.120.69.249']"
62d35416-84a3-40c2-8b7e-6e4b00d37ddf,Mobile,iOS,2025-01-14,"['69.112.5.236', '89.187.12.26']"
3fd83d4a-2cc0-4e10-96d8-1c020c736b50,Tablet,Android,2025-02-05,"['72.15.215.254', '35.47.250.222']"
05a651c6-7c3f-4b05-a71b-c30d669b1d4c,Mobile,Android,2025-01-23,"['196.251.233.164', '78.153.205.226']"
2d659e51-2537-4c48-8aec-119eed09412d,Mobile,iOS,2025-01-22,"['53.197.187.225', '49.222.180.213']"
e2961d81-e495-410d-9729-1dbadcad9faf,Mobile,Android,2025-01-22,['30.169.141.150']
9be7ada0-d2e1-44b3-934f-622f8e255d32,Desktop,Android,2025-02-23,['44.209.40.253']
10e694e2-937f-4bfb-9f72-d087d42a3d14,Mobile,Android,2025-01-08,['3.65.3.5']
b2710c10-21fa-494b-bb46-f6a91a3864bd,Desktop,Windows,2025-01-15,"['66.145.90.11', '41.189.46.133']"
d6946c21-469b-4aa5-9834-2c47ae213293,Desktop,Android,2025-02-08,"['9.243.63.202', '129.189.206.208']"
fd45e9b3-5ec2-47c8-8f95-3cede997e7ec,Mobile,Windows,2025-01-12,['144.235.237.40']
8569ffd6-6aa2-4d75-9fae-12d4abca228d,Mobile,Android,2025-01-24,"['8.33.242.236', '133.234.155.148']"
02938ab0-ba91-4585-82ca-5125de26dc55,Tablet,iOS,2025-02-11,['43.176.115.158']
